time,open,high,low,close,CME Gap,+1%,-1%,Plot,Plot,Plot,Plot,MACD,Signal Line,Histogram,Cross,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,24H Volume,Volume Delta (開盤價),Volume Delta (最高價,Volume Delta (最低價),Volume Delta (關閉)
1107369000,17.27089706,17.36765268,17.24939643,17.34615205,NaN,NaN,NaN,17.287605291095055,NaN,NaN,NaN,-0.037619822094551836,-0.06949204180165383,0.031872219707101995,NaN,48.59643900612222,42.4042075632038,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107441000,17.36765268,17.39990455,17.2332705,17.26014675,NaN,NaN,NaN,17.284990191943145,NaN,NaN,NaN,-0.03590611357212481,-0.06341137050419635,0.027505256932071537,NaN,44.80043086600015,42.84741181375903,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107455400,17.25477111,17.30852455,17.21176893,17.22251924,NaN,NaN,NaN,17.27904057747237,NaN,NaN,NaN,-0.03715590269475655,-0.05763880847844168,0.020482905783685133,NaN,43.21015149465937,43.14511541889741,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107527400,17.18489174,17.53428769,17.18489174,17.51278612,NaN,NaN,NaN,17.301302057713094,NaN,NaN,NaN,-0.014556460409700378,-0.04945769437937031,0.03490123396966993,NaN,56.14329099945416,44.18673293776839,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107541800,17.48590987,17.68479675,17.48590987,17.68479675,NaN,NaN,NaN,17.337825361740418,NaN,NaN,NaN,0.01703718662742304,-0.03833929541993402,0.05537648204735706,NaN,61.70846238043832,45.44806036204907,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107786600,17.63104331,17.72242425,17.61491737,17.70629831,NaN,NaN,NaN,17.372918023479425,NaN,NaN,NaN,0.043311112179271305,-0.025570404714102324,0.06888151689337363,NaN,62.35157740517438,46.95213175489404,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107801000,17.70629831,17.76542643,17.67942112,17.73317456,NaN,NaN,NaN,17.40722816981472,17.3907668758,NaN,NaN,0.06554649701699589,-0.011082174974741498,0.07662867199173738,NaN,63.18392873365806,48.57646613103401,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107873000,17.79230268,17.81917987,17.44290769,17.55041362,NaN,NaN,NaN,17.420864879356174,17.397027532435295,NaN,NaN,0.06764119366174626,0.002253427501994704,0.06538776615975156,NaN,54.37961665272524,49.659007610552045,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107887400,17.55041362,17.620293,17.52353737,17.55041362,NaN,NaN,NaN,17.433202854655587,17.40304267312411,NaN,NaN,0.06851149794282207,0.015201020961902777,0.0533104769809193,NaN,54.37961665272524,50.77999590275725,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107959400,17.55041362,17.64716924,17.3354008,17.43215643,NaN,NaN,NaN,17.433103195164577,17.404184389080026,NaN,NaN,0.05897898046568528,0.025934221246373568,0.033044759219311715,NaN,49.231531877286656,51.36721590359667,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1107973800,17.43215643,17.43753205,17.30852455,17.3354008,NaN,NaN,NaN,17.423798205148902,17.401486993429828,NaN,NaN,0.04311996089851888,0.0347148961875562,0.008405064710962681,NaN,45.44107533608673,51.38404611747368,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108045800,17.3354008,17.44290769,17.09351174,17.18489174,NaN,NaN,NaN,17.401045208468055,17.392993061922777,NaN,NaN,0.018196986811442883,0.04086521724380058,-0.022668230432357696,0.04086521724380058,40.24970558832935,51.14148318820663,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108060200,17.20101768,17.30852455,17.13113924,17.26014675,NaN,NaN,NaN,17.387626307661574,17.387783402631687,NaN,NaN,0.004466315753916206,0.04297885903975798,-0.03851254328584178,NaN,43.71232027137961,50.84935954583592,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108132200,17.24939643,17.29239862,17.17414143,17.24402081,NaN,NaN,NaN,17.373949593598567,17.382145653901034,NaN,NaN,-0.007628630467838349,0.04023821269584005,-0.047866843163678396,NaN,43.135457082650454,50.751686024763565,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108146600,17.21176893,17.24402081,17.15263987,17.19026736,NaN,NaN,NaN,17.35645604754156,17.37462101492452,NaN,NaN,-0.021305816476701267,0.03305855395628754,-0.05436437043298881,NaN,41.184409774469366,50.22225536535979,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108391400,17.22789487,17.24939643,17.10963768,17.20101768,NaN,NaN,NaN,17.341652393489984,17.367813041005913,NaN,NaN,-0.030921183788752415,0.02233992275564884,-0.053261106544401256,NaN,41.75184371733488,50.00449914045513,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108405800,17.19564299,17.25477111,17.15263987,17.20101768,NaN,NaN,NaN,17.328258611252842,17.361272046456662,NaN,NaN,-0.03810221306413908,0.01059065534166158,-0.04869286840580066,NaN,41.75184371733488,49.90033429921767,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108477800,17.19026736,17.31927486,17.17951706,17.22251924,NaN,NaN,NaN,17.318188194943048,17.35583075992895,NaN,NaN,-0.04157893818799607,-0.0016416153395404365,-0.039937322848455636,NaN,43.02684627758205,48.96344539051252,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108492200,17.19564299,17.30314893,17.17951706,17.30314893,NaN,NaN,NaN,17.31675588399609,17.353764805814087,NaN,NaN,-0.03739703601224065,-0.01235006161486554,-0.025046974397375108,NaN,47.65407977855882,47.9595609189497,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108564200,17.30314893,17.41065581,17.2816483,17.36765268,NaN,NaN,NaN,17.321603197901226,17.35430942833118,NaN,NaN,-0.028548841589497442,-0.020313261891311798,-0.008235579698185645,NaN,51.07731024425084,47.154256121740865,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108578600,17.36765268,17.51816174,17.3354008,17.44828237,NaN,NaN,NaN,17.333667880958252,17.35799464172996,NaN,NaN,-0.014859154545018072,-0.023986166486474128,0.009127011941456056,-0.023986166486474128,55.035677316882996,46.57223816339979,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108650600,17.39452987,17.46978394,17.14726518,17.14726518,NaN,NaN,NaN,17.31591524277175,17.349730741269962,NaN,NaN,-0.027977048461224285,-0.027590984732600847,-0.00038606372862343835,-0.027590984732600847,41.526895332176544,45.654186640503454,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108665000,17.12576362,17.20639331,17.10426205,17.15263987,NaN,NaN,NaN,17.30036520726968,17.34200168749467,NaN,NaN,-0.03750702371225145,-0.030910806204202303,-0.006596217508049149,NaN,41.801577141280006,44.7557552468288,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108737000,17.22789487,17.30314893,17.01825768,17.02363237,NaN,NaN,NaN,17.274009698958285,17.329516616220367,NaN,NaN,-0.05483729465009546,-0.0346365260012461,-0.020200768648849357,NaN,37.27530024798936,43.90173870187898,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1108751400,17.02363237,17.05050956,16.95912861,17.03438362,NaN,NaN,NaN,17.251188167628925,17.317942773231334,NaN,NaN,-0.06693256624356536,-0.03863779071844754,-0.02829477552511782,NaN,37.87899253303788,43.36158993023264,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109082600,17.09351174,17.12576362,16.44309861,16.51835267,NaN,NaN,NaN,17.181394310711884,17.28658629859481,NaN,NaN,-0.11681101645219982,-0.047383213317120955,-0.06942780313507887,NaN,25.295101792470703,42.293403944814166,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109097000,16.50760236,16.51835267,16.22271017,16.22271017,NaN,NaN,NaN,17.090091059215514,17.244865666100896,NaN,NaN,-0.1781424117273147,-0.06255693259926748,-0.11558547912804723,NaN,20.992291761107296,40.67054476550901,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109169000,16.22808579,16.28721392,16.13133017,16.17433235,NaN,NaN,NaN,17.002875944052132,17.202883967430274,NaN,NaN,-0.22802316105422804,-0.0837376131594883,-0.14428554789473974,NaN,20.381332261879194,39.04525013545392,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109183400,16.16895673,16.28721392,16.13133017,16.16895673,NaN,NaN,NaN,16.923455066523356,17.162337801256538,NaN,NaN,-0.26493379005902895,-0.11000260743388068,-0.15493118262514827,NaN,20.310595986977276,37.55426343634734,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109255400,16.15820642,16.15820642,15.81956173,15.83568767,NaN,NaN,NaN,16.81985817161637,17.110312305913144,NaN,NaN,-0.3174187515863345,-0.14362034043847138,-0.1737984111478631,NaN,16.489640897702543,35.74982037780217,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109269800,15.84106235,16.1528308,15.84106235,16.1474561,NaN,NaN,NaN,16.75581987908148,17.07255323901459,NaN,NaN,-0.33005172416087447,-0.17718419329398807,-0.1528675308668864,NaN,29.795322767445953,34.89578316709582,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109341800,16.17970799,16.42159705,16.1528308,16.1528308,NaN,NaN,NaN,16.698392347740384,17.036485692386567,NaN,NaN,-0.33575932803937647,-0.2103233382192242,-0.12543598982015228,NaN,30.002378302310262,33.96546402600498,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109356200,16.1528308,16.22808579,16.12595455,16.22808579,NaN,NaN,NaN,16.653601247003206,17.00478373543023,NaN,NaN,-0.33040153326567534,-0.24094158695428863,-0.0894599463113867,NaN,32.98276791820467,32.91751317883683,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109601000,16.22271017,16.31409017,16.12595455,16.13670485,NaN,NaN,NaN,16.604373018717187,16.970741426197673,NaN,NaN,-0.3297282188046218,-0.2701411039055171,-0.059587114899104676,NaN,31.243166311577326,31.50078861221729,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109615400,16.13670485,16.21733455,16.12595455,16.14208048,NaN,NaN,NaN,16.560345157886978,16.938244918503646,NaN,NaN,-0.32501428150544953,-0.29327480002254486,-0.031739481482904675,NaN,31.472141430427357,29.817678906041884,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109687400,16.20658423,16.51297705,16.20658423,16.48072517,NaN,NaN,NaN,16.552762301897744,16.920302967581932,NaN,NaN,-0.2906027681057495,-0.30577039517570426,0.015167627069954781,-0.30577039517570426,44.10128340901655,30.001563768673318,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109701800,16.4861008,16.65811143,16.48072517,16.65811143,NaN,NaN,NaN,16.562795552193197,16.91002094650029,NaN,NaN,-0.2461799973440968,-0.30778782143013417,0.06160782408603738,NaN,49.36527877801432,30.541828171297194,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109773800,16.60973267,16.67423736,16.44847329,16.6151083,NaN,NaN,NaN,16.567777718650987,16.89845574467675,NaN,NaN,-0.21200081127905435,-0.3019063793434703,0.08990556806441596,NaN,48.180733030131336,31.320787655735902,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109788200,16.6151083,16.6151083,16.43772298,16.47535048,NaN,NaN,NaN,16.55897512449375,16.88186338135609,NaN,NaN,-0.19395505500269294,-0.2881881908341768,0.09423313583148385,NaN,44.44787097189981,31.78999325851176,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109860200,16.71723955,16.75486705,16.42159705,16.56673048,NaN,NaN,NaN,16.559713729780057,16.869505228361735,NaN,NaN,-0.17031675529895907,-0.27043986096063066,0.1001231056616716,NaN,47.32169423866878,33.36332129038305,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109874600,16.58823205,16.75486705,16.58823205,16.72798986,NaN,NaN,NaN,16.57574002789624,16.86395560607304,NaN,NaN,-0.1369917921088657,-0.24835457919057388,0.11136278708170819,NaN,52.037141801003656,35.58081057894707,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109946600,16.85162268,16.88924924,16.54522892,16.56673048,NaN,NaN,NaN,16.57488197571565,16.85229971877606,NaN,NaN,-0.12218532656552838,-0.22521944511277978,0.10303411854725139,NaN,47.46183396093116,37.51513212887936,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1109961000,16.55060455,16.55598017,16.50222673,16.52910298,NaN,NaN,NaN,16.570522071361776,16.83962533686327,NaN,NaN,-0.11219401793111317,-0.2010489783490566,0.08885496041794344,NaN,46.435885188027186,39.381224214668634,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110205800,16.63660986,16.65811143,16.50222673,16.55598017,NaN,NaN,NaN,16.56913712837494,16.82850199698628,NaN,NaN,-0.10094345591917886,-0.17615221995058208,0.07520876403140322,NaN,47.31199014126648,41.582820589208914,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110220200,16.55598017,16.60435799,16.53447861,16.60435799,NaN,NaN,NaN,16.572491496148757,16.819712035927996,NaN,NaN,-0.08711936094208994,-0.15354295248795324,0.0664235915458633,NaN,48.93113435078267,42.94966427373297,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110292200,16.60435799,16.60435799,16.1528308,16.26033767,NaN,NaN,NaN,16.542762560325066,16.79777578628376,NaN,NaN,-0.10273892047922217,-0.13760505505852272,0.034866134579300545,NaN,39.60943887770936,43.63588288626148,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110306600,16.26033767,16.31409017,16.15820642,16.21733455,NaN,NaN,NaN,16.511769416484583,16.77501338486087,NaN,NaN,-0.11723610153561381,-0.1270756428648071,0.009839541329193291,NaN,38.619036630912234,44.03847350859773,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110378600,16.49906621,16.52121251,16.27760227,16.47138309,NaN,NaN,NaN,16.50792309967653,16.763106314474168,NaN,NaN,-0.10699228747397527,-0.11741311313939404,0.01042082566541877,NaN,47.0433556610059,45.167058462128345,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110393000,16.47691991,16.55443149,16.42709049,16.53228519,NaN,NaN,NaN,16.510243298754954,16.75405450567126,NaN,NaN,-0.09288893471942572,-0.10881002196389034,0.015921087244464616,NaN,48.85553023794882,46.40872909123702,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110465000,16.5599683,16.76482276,16.48799258,16.72606602,NaN,NaN,NaN,16.530797843635433,16.752956917997878,NaN,NaN,-0.0653224361827327,-0.10084676019432,0.0355243240115873,NaN,54.22322704063802,47.13172506492426,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110479400,16.71499334,16.78696905,16.63194401,16.65409031,NaN,NaN,NaN,16.542539983289203,16.74907979611561,NaN,NaN,-0.048721988996632604,-0.09268416713110936,0.043962178134476754,NaN,52.03861243308191,47.32267746885766,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110551400,16.72606602,16.74267645,16.39940739,16.47138309,NaN,NaN,NaN,16.535763136309278,16.738189729209115,NaN,NaN,-0.049735639218390304,-0.08574434727414015,0.03600870805574985,NaN,46.875733035968864,47.22946318356035,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110565800,16.47138309,16.50460207,16.4492368,16.46030948,NaN,NaN,NaN,16.528577073803632,16.727292464534248,NaN,NaN,-0.05084638660901675,-0.08017800623967769,0.029331619630660943,NaN,46.57413447645876,47.3813391481717,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110810600,16.54335881,16.64855444,16.51013889,16.64301764,NaN,NaN,NaN,16.53947617534614,16.723987569454472,NaN,NaN,-0.03656217437535858,-0.07456054106559644,0.03799836669023786,NaN,52.05532584740128,47.71945569165259,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1110825000,16.64301764,16.69284704,16.63748082,16.67070074,NaN,NaN,NaN,16.551973752932224,16.72189788986802,NaN,NaN,-0.022745838586875067,-0.06567242085533564,0.04292658226846058,NaN,52.84472229278014,47.77714001249377,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
